,name,ticker,exchange,sector,industry,long_business_summary,country,website,price,marketcap,dividends,ex_dividend_date,fiftytwo_week_high,fiftytwo_week_low,fifty_day_avgerage,recommendation,total_cash_per_share,profit_margins,volume,dividend_yield,yahoo_ticker
1230,Hilltop Holdings Inc.,HTH,NYQ,Financial Services,Banks—Regional,"Hilltop Holdings Inc. provides business and consumer banking, and financial products and services. It operates through three segments: Banking, Broker-Dealer, and Mortgage Origination. The Banking segment offers savings, checking, interest-bearing checking, and money market accounts; certificates of deposit; lines and letters of credit, home improvement and equity loans, loans for purchasing and carrying securities, equipment loans and leases, agricultural and commercial real estate loans, and other loans; and commercial and industrial loans, and term and construction finance. This segment also provides treasury management, wealth management, asset management, check cards, safe deposit boxes, online banking, bill pay, trust, and overdraft services; and estate planning, management and administration, investment portfolio management, employee benefit accounts, and individual retirement accounts, as well as automated teller machines. The Broker-Dealer segment offers public finance services that assist public entities in originating, syndicating, and distributing securities of municipalities and political subdivisions; specialized advisory and investment banking services; advice and guidance to arbitrage rebate compliance, portfolio management, and local government investment pool administration; structured finance services, which include advisory services for derivatives and commodities; sells, trades in, and underwrites U.S. government and government agency bonds, corporate bonds, and municipal bonds, as well as mortgage-backed, asset-backed, and commercial mortgage-backed securities and structured products. This segment also provides asset and liability management advisory, clearing, retail, and securities lending services. The Mortgage Origination segment offers mortgage, jumbo, Federal Housing Administration, Veterans Affairs, and United States Department of Agriculture loans. Hilltop Holdings Inc. was founded in 1998 and is headquartered in Dallas, Texas.",United States,https://www.hilltop-holdings.com,30.7,2424090368.0,0.48,2021-11-12 01:00:00,39.15,28.87,33.3186,hold,42.03,0.20990999,208424.0,0.015635179153094463,HTH
1231,Highland Transcend Partners I C,HTPA,NYQ,Financial Services,Shell Companies,"Highland Transcend Partners I Corp. does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2020 and is based in Miami Beach, Florida.",United States,https://www.highlandtranscend.com,9.92,372000000.0,0.0,nan,10.25,9.61,9.92222,buy,0.017,0.0,152207.0,0.0,HTPA
1232,John Hancock Tax-Advantaged Glo,HTY,NYQ,Financial Services,Asset Management,"John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund is a closed ended equity mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by Analytic Investors, LLC and Epoch Investment Partners, Inc. The fund invests in the public equity markets across the globe. It seeks to invest in stocks of companies operating in utilities, telecommunication services, consumer staples, financials, industrials, energy, healthcare, information technology, consumer discretionary, real estate and materials sectors. The fund primarily invests in dividend paying stocks of companies. It invests in stocks of companies across diversified market capitalizations. The fund employs fundamental analysis with a bottom-up stock picking approach to create its portfolio. It benchmarks the performance of its portfolio against the MSCI World Index. John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund was formed on September 26, 2007 and is domiciled in the United States.",United States,https://www.jhinvestments.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=538340&ClassCode=CE&BackToFundTableType=Price,6.27,68455856.0,0.64,2021-12-10 01:00:00,7.04,6.03,6.4926,none,0.0,0.0,45604.0,0.10207336523125998,HTY
1233,Hubbell Inc,HUBB,NYQ,Industrials,Electrical Equipment & Parts,"Hubbell Incorporated, together with its subsidiaries, designs, manufactures, and sells electrical and electronic products in the United States and internationally. It operates through two segments, Electrical Solution and Utility Solution. The Electrical Solution segment offers standard and special application wiring device products, rough-in electrical products, connector and grounding products, lighting fixtures, and other electrical equipment for use in industrial, commercial, and institutional facilities by electrical contractors, maintenance personnel, electricians, utilities, and telecommunications companies, as well as components and assemblies for the natural gas distribution market. It also designs and manufactures various industrial controls, and communication systems for use in the non-residential and industrial markets, as well as in the oil and gas, and mining industries. This segment sells its products through electrical and industrial distributors, home centers, retail and hardware outlets, lighting showrooms, and residential product-oriented Internet sites; and special application products primarily through wholesale distributors to contractors, industrial customers, and original equipment manufacturers. The Utility Solution segment designs, manufactures, and sells distribution, transmission, substation, and telecommunications products, such as arresters, insulators, connectors, anchors, bushings, and enclosures; and utility infrastructure products, including smart meters, communications systems, and protection and control devices. This segment sells its products to distributors, as well as directly to users, such as utilities, telecommunication companies, industrial firms, and construction and engineering firms. Its brand portfolio includes Hubbell, Kellems, Bryant, Burndy, CMC, Bell, TayMac, Wiegmann, Killark, Hawke, Aclara, Fargo, Quazite, Hot Box, etc. The company was founded in 1888 and is headquartered in Shelton, Connecticut.",United States,https://www.hubbell.com,186.91,10169942016.0,4.2,2022-02-25 01:00:00,212.54,170.76,187.112,buy,5.433,0.095249996,167150.0,0.02247070782729656,HUBB
1234,"HubSpot, Inc.",HUBS,NYQ,Technology,Software—Application,"HubSpot, Inc. provides a cloud-based customer relationship management (CRM) platform for businesses in the Americas, Europe, and the Asia Pacific. The company's CRM platform includes marketing, sales, service, and content management systems, as well as integrated applications, such as search engine optimization, blogging, website content management, messaging, chatbots, social media, marketing automation, email, predictive lead scoring, sales productivity, ticketing and helpdesk tools, customer NPS surveys, analytics, and reporting. It also offers professional, as well as phone and/or email and chat based support services. It serves mid-market business-to-business companies. HubSpot, Inc. was incorporated in 2005 and is headquartered in Cambridge, Massachusetts.",United States,https://www.hubspot.com,432.05,20414318592.0,0.0,nan,866.0,378.88,485.7066,buy,25.325,-0.05984,387094.0,0.0,HUBS
1235,USHG Acquisition Corp.,HUGS,NYQ,Financial Services,Shell Companies,"USHG Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in New York, New York.",United States,https://www.ushgac.com,10.0091,357169728.0,0.0,nan,10.94,9.6,10.2727,none,0.018,0.0,169909.0,0.0,HUGS
1236,Humana Inc.,HUM,NYQ,Healthcare,Healthcare Plans,"Humana Inc., together with its subsidiaries, operates as a health and well-being company in the United States. It operates through Retail, Group and Specialty, and Healthcare Services segments. The company offers medical and supplemental benefit plans to individuals. It also has a contract with Centers for Medicare and Medicaid Services to administer the Limited Income Newly Eligible Transition prescription drug plan program; and contracts with various states to provide Medicaid, dual eligible, and long-term support services benefits. In addition, the company provides commercial fully-insured medical and specialty health insurance benefits comprising dental, vision, and other supplemental health benefits; and administrative services only products to individuals and employer groups, as well as military services, such as TRICARE T2017 East Region contract. Further, it offers pharmacy solutions, provider services, predictive modeling and informatics services, and clinical care services, such as home health and other services to its health plan members, as well as to third parties. As of December 31, 2020, the company had approximately 17 million members in medical benefit plans, as well as approximately 5 million members in specialty products. Humana Inc. was incorporated in 1964 and is headquartered in Louisville, Kentucky.",United States,https://www.humana.com,439.24,56457273344.0,2.8,2021-12-30 01:00:00,475.44,351.2,413.6718,buy,140.219,0.03252,390388.0,0.006374647117748838,HUM
1237,Huntsman Corporation,HUN,NYQ,Basic Materials,Chemicals,"Huntsman Corporation manufactures and sells differentiated organic chemical products worldwide. The company operates in four segments: Polyurethanes, Performance Products, Advanced Materials, and Textile Effects. The Performance Products segment manufactures amines and maleic anhydrides, including ethylene oxide, propylene oxide, glycols, ethylene dichloride, caustic soda, ammonia, hydrogen, methylamines, and acrylonitrile. The Advanced Materials segment offers epoxy, acrylic, polyurethane, and acrylonitrile-butadiene-based polymer formulations; high performance thermoset resins, curing agents and toughening agents, and carbon nanotubes additives; and base liquid and solid resins. The Textile Effects segment provides textile chemicals and dyes. The company's products are used in a range of applications, including adhesives, aerospace, automotive, construction products, durable and non-durable consumer products, electronics, insulation, medical, packaging, coatings and construction, power generation, refining, synthetic fiber, textile chemicals, and dye industries. Huntsman Corporation was founded in 1970 and is headquartered in The Woodlands, Texas.",United States,https://www.huntsman.com,39.3701,8583902208.0,0.75,2021-12-14 01:00:00,41.65,24.1,37.3884,buy,2.316,0.10123,1228187.0,0.019049989713005554,HUN
1238,HUYA Inc.,HUYA,NYQ,Communication Services,Entertainment,"HUYA Inc., through its subsidiaries, operates game live streaming platforms in the People's Republic of China. Its platforms enable broadcasters and viewers to interact during live streaming. The company's live streaming content also covers other entertainment content, such as talent shows, anime, outdoor activities, live chats, online theatre, and other genres. In addition, it operates Nimo TV, a game live streaming platform primarily in Southeast Asia, the Middle East, and Latin America. Further, the company provides online advertising, software development, internet value added, and cultural and creative services. As of December 31, 2020, its live streaming content covered approximately 4,000 games. The company was founded in 2014 and is headquartered in Guangzhou, the People's Republic of China. HUYA Inc. is a subsidiary of Tencent Holdings Limited.",China,https://www.huya.com,4.955,1175980032.0,0.0,nan,25.99,3.23,5.885,hold,46.852,0.099659994,6050511.0,0.0,HUYA
1239,"Haverty Furniture Companies, In",HVT,NYQ,Consumer Cyclical,Home Improvement Retail,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name. It also provides custom upholstery products and eclectic looks; and mattress product lines under the Sealy, Tempur-Pedic, and Serta names, as well as private label Skye name. The company sells home furnishings through its retail stores, as well as through its Website. As of February 23, 2021, it operated 120 showrooms in 16 states in the Southern and Midwestern regions. Haverty Furniture Companies, Inc. was founded in 1885 and is based in Atlanta, Georgia.",United States,https://www.havertys.com,29.565,526526048.0,1.0,2021-11-19 01:00:00,52.84,26.36,29.0786,buy,12.664,0.09302,63650.0,0.03382377811601556,HVT
1240,Hawks Acquisition Corp,HWKZ,NYQ,Financial Services,Shell Companies,"Hawks Acquisition Corp focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in New York, New York.",United States,https://www.hawksacquisitioncorp.com,9.69,278587488.0,0.0,nan,10.23,9.65,9.73056,none,0.001,0.0,846227.0,0.0,HWKZ
1241,Howmet Aerospace Inc.,HWM,NYQ,Industrials,Specialty Industrial Machinery,"Howmet Aerospace Inc. provides advanced engineered solutions for the aerospace and transportation industries in the United States, Japan, France, Germany, the United Kingdom, Mexico, Italy, Canada, Poland, China, and internationally. It operates through four segments: Engine Products, Fastening Systems, Engineered Structures, and Forged Wheels. The Engine Products segment offers airfoils and seamless rolled rings primarily for aircraft engines and industrial gas turbines; and rotating parts, as well as structural parts. The Fastening Systems segment produces aerospace fastening systems, as well as commercial transportation, industrial, and other fasteners. The Engineered Structures segment provides titanium ingots and mill products for aerospace and defense applications; and aluminum and nickel forgings, and machined components and assemblies. The Forged Wheels segment offers forged aluminum wheels and related products for heavy-duty trucks and commercial transportation markets. The company was formerly known as Arconic Inc. The company was founded in 1888 and is based in Pittsburgh, Pennsylvania.",United States,https://www.howmet.com,34.71,14828735488.0,0.08,2022-02-03 01:00:00,36.68,27.41,33.6132,buy,1.719,0.05189,1109340.0,0.0023048112935753384,HWM
1242,Hexcel Corporation,HXL,NYQ,Industrials,Aerospace & Defense,"Hexcel Corporation, together with its subsidiaries, develops, manufactures, and markets structural materials for use in commercial aerospace, space and defense, and industrial markets. It operates through two segments, Composite Materials and Engineered Products. The Composite Materials segment manufactures and markets carbon fibers, fabrics and specialty reinforcements, prepregs and other fiber-reinforced matrix materials, structural adhesives, honeycomb, molding compounds, tooling materials, polyurethane systems, and laminates that are used in military and commercial aircraft, wind turbine blades, recreational products, and other industrial applications, as well as in automotive, marine, and trains. The Engineered Products segment manufactures and markets aircraft structures and finished aircraft components, including wing to body fairings, wing panels, flight deck panels, door liners, rotorcraft blades, spars, and tip caps; and aircraft structural sub-components and semi-finished components used in rotorcraft blades, engine nacelles, and aircraft surfaces, such as flaps, wings, elevators, and fairings. The company sells its products directly through its managers, product managers, and sales personnel, as well as through independent distributors and manufacturer representatives in the Americas, Europe, the Asia Pacific, India, and Africa. Hexcel Corporation was founded in 1946 and is headquartered in Stamford, Connecticut.",United States,https://www.hexcel.com,55.81,4682146816.0,0.4,2022-02-10 01:00:00,64.99,46.77,54.3582,hold,1.52,0.012150001,276485.0,0.007167174341515857,HXL
1243,"Hyster-Yale Materials Handling,",HY,NYQ,Industrials,Farm & Heavy Construction Machinery,"Hyster-Yale Materials Handling, Inc., through its subsidiaries, designs, engineers, manufactures, sells, and services a line of lift trucks, attachments, and aftermarket parts worldwide. It manufactures components, such as frames, masts, and transmissions; and assembles lift trucks. The company markets its products primarily under the Hyster and Yale brand names to independent Hyster and Yale retail dealerships. It also sells aftermarket parts under the Hyster and Yale, as well as UNISOURCE and PREMIER brands to Hyster and Yale dealers for the service of competitor lift trucks. In addition, the company produces and distributes attachments, forks, and lift tables under the Bolzoni, Auramo, and Meyer brand names; and designs and produces products in the port equipment and rough terrain forklift markets. Further, it designs, manufactures, and sells hydrogen fuel-cell stacks and engines. The company serves light and heavy manufacturers, trucking and automotive companies, rental companies, building materials and paper suppliers, lumber, metal products, warehouses, retailers, food distributors, container handling companies, and U.S. and non-U.S. governmental agencies. The company was incorporated in 1991 and is headquartered in Cleveland, Ohio.",United States,https://www.hyster-yale.com,34.18,575143424.0,1.29,2021-11-30 01:00:00,93.77,32.2,40.4952,buy,3.649,-0.01909,38872.0,0.037741369221767115,HY
1244,"New America High Income Fund, I",HYB,NYQ,Financial Services,Asset Management,"The New America High Income Fund Inc. is a closed-ended fixed income mutual fund launched and managed by T. Rowe Price Associates, Inc. The fund invests in the fixed income markets of the United States. It seeks to invest in the stocks of companies operating across the diversified sectors. The fund invests in high yield fixed-income securities i.e. junk bonds rated BB or lower by S&P or Ba or lower by Moody. It benchmarks the performance of its portfolio against the Credit Suisse High Yield Index and the Citigroup 10 Year Treasury Index. The New America High Income Fund Inc. was formed on November 19, 1987 and is domiciled in the United States.",United States,https://www.newamerica-hyb.com/index.html,7.95,185782752.0,0.6,2022-02-11 01:00:00,10.44,7.75,8.579,none,0.17,2.06387,37464.0,0.07547169811320754,HYB
1245,Western Asset High Yield Define,HYI,NYQ,Financial Services,Asset Management,"Western Asset High Yield Defined Opportunity Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Pte. Ltd., Western Asset Management Company Ltd and Western Asset Management Company Limited. It invests fixed income markets across the globe. The fund invests in high-yield corporate fixed income securities with varying maturities. It invests in below investment grade fixed income securities. Western Asset High Yield Defined Opportunity Fund Inc. was formed on July 20, 2010 and is domiciled in the United States.",United States,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HYI,13.519,306224288.0,1.13,2022-03-23 01:00:00,16.64,13.28,14.4776,none,0.0,0.0,22249.0,0.08358606405799245,HYI
1246,Hyliion Holdings Corp.,HYLN,NYQ,Consumer Cyclical,Auto Parts,"Hyliion Holdings Corp. designs, develops, and sells electrified powertrain solutions for the commercial vehicle industry. It also provides battery management systems for hybrid and fully electric vehicle applications; and battery packs. The company was founded in 2015 and is headquartered in Cedar Park, Texas.",United States,https://www.hyliion.com,3.875,671587840.0,0.0,nan,13.92,3.33,4.4228,hold,2.173,0.0,2527377.0,0.0,HYLN
1247,Blackrock Corporate High Yield ,HYT,NYQ,Financial Services,Asset Management,"BlackRock Corporate High Yield Fund, Inc. is a close ended fixed income mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests in fixed income markets across the globe. The fund invests in bonds of companies operating across diversified sectors. It primarily invests in bonds rated Ba or lower by Moody's Investors Service, Inc., or BB or lower by Standard & Poor's Corporation. The fund seeks to invest in domestic and foreign high yield securities, including high yield bonds, corporate loans, convertible debt securities, and preferred securities which are below investment grade quality. It was formerly known as BlackRock Corporate High Yield Fund VI, Inc. BlackRock Corporate High Yield Fund, Inc. was formed on May 30, 2003 and is domiciled in the United States.",United States,https://www.blackrock.com/investing/products/240182/blackrock-corporate-high-yield-fund-vi-inc-usd-fund,10.2452,1249340672.0,0.93,2022-02-14 01:00:00,12.69,9.89,11.129,none,0.008,2.61491,224337.0,0.09077421621832663,HYT
1248,Horizon Global Corporation,HZN,NYQ,Consumer Cyclical,Auto Parts,"Horizon Global Corporation designs, manufactures, and distributes a range of towing, trailering, cargo management, and other related accessory products worldwide. It operates through Horizon Americas and Horizon Europe-Africa segments. The company provides towing products, such as hitches/tow bars, fifth wheels, gooseneck hitches, weight distribution systems, brake controls, wiring harnesses, draw bars, ball mounts, crossbars, security products, and other towing accessories for attaching a trailer, camper, etc. It also offers trailering products, including brake controls, jacks, winches, couplers, interior and exterior vehicle lighting, and brake replacement parts. In addition, the company provides cargo management products comprising bike racks, roof cross bar systems, cargo carriers, luggage boxes, car interior protective products, loading ramps, and interior travel organizers. Further, it offers other products consisting of tubular push and sports bars, side steps, skid plates, and oil pans. The company sells its products under the Reese, Draw-Tite, Westfalia, Bulldog, BTM, and DHF, as well as Engetran, Fulton, Reese Secure, Reese Explorer, Reese Power Sports, Reese Towpower, ROLA, Tekonsha, WesBarg, and Witter Towbar brands. It serves original equipment(OE) manufacturers and servicers, as well as automotive aftermarket and retail sectors in the agricultural, automotive, construction, fleet, horse/livestock, industrial, marine, military, recreational, trailer, utility, and municipality markets; and consumers through OEs, mass merchants, e-commerce channels, distributors, dealers, and independent installers. The company was incorporated in 2015 is headquartered in Plymouth, Michigan.",United States,https://www.horizonglobal.com,4.74,129338480.0,0.0,nan,10.77,4.2,6.65086,underperform,0.636,-0.02696,17716.0,0.0,HZN
1249,"MarineMax, Inc.  (FL)",HZO,NYQ,Consumer Cyclical,Specialty Retail,"MarineMax, Inc. operates as a recreational boat and yacht retailer and superyacht services company in the United States. It operates through two segments, Retail Operations and Product Manufacturing. The company sells new and used recreational boats, including pleasure and fishing boats, mega-yachts, yachts, sport cruisers, motor yachts, pontoon boats, ski boats, jet boats, and other recreational boats. It also offers marine parts and accessories comprising marine electronics; dock and anchoring products that include boat fenders, lines, and anchors; boat covers; trailer parts; water sport accessories, which comprise tubes, lines, wakeboards, and skis; engine parts; oils; lubricants; steering and control systems; corrosion control products and service products; high-performance accessories, including propellers and instruments; and a line of boating accessories, such as life jackets, inflatables, and water sports equipment. In addition, the company provides novelty items, such as shirts, caps, and license plates; marine engines and equipment; maintenance, repair, and slip and storage accommodation services; and boat or yacht brokerage services, as well as charters yachts and power catamarans. Further, it offers new or used boat finance services; arranges insurance coverage, including boat property, disability, undercoating, gel sealant, fabric protection, and casualty insurance coverage; and manufactures and sells sport yachts and yachts. Additionally, the company operates vacations in Tortola, British Virgin Islands. It also markets and sells its products through offsite locations and print catalog. The company has 79 retail locations in Alabama, California, Connecticut, Florida, Georgia, Illinois, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Jersey, New York, North Carolina, Ohio, Oklahoma, Rhode Island, South Carolina, Texas, Washington, and Wisconsin. MarineMax, Inc. was incorporated in 1998 and is based in Clearwater, Florida.",United States,https://www.marinemax.com,45.36,996645376.0,0.0,nan,70.89,40.64,47.667,buy,10.162,0.07511,117114.0,0.0,HZO
1250,Horizon Acquisition Corporation,HZON,NYQ,Financial Services,Shell Companies,"Horizon Acquisition Corporation II does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the media and entertainment industries. The company was incorporated in 2020 and is based in Greenwich, Connecticut.",United States,https://www.horizonacquisitioncorp-ii.com,9.835,645421888.0,0.0,nan,10.94,9.675,9.826,none,0.006,0.0,6513.0,0.0,HZON
1251,"IAA, Inc.",IAA,NYQ,Industrials,Specialty Business Services,"IAA, Inc. provides auction solutions for total loss, damaged, and low-value vehicles. The company's platform facilitates the marketing and sale of total loss, damaged, and low-value vehicles for a spectrum of sellers. Its solutions provide buyers with the vehicles need to, among other things, fulfill vehicle rebuild requirements, replacement part inventory, or scrap demand. The company serves a buyer base and spectrum of sellers, including insurance companies, dealerships, fleet lease and rental car companies, and charitable organizations. The company has approximately 200 facilities in the United States, Canada, and the United Kingdom. IAA, Inc. was founded in 1982 and is headquartered in Westchester, Illinois.",United States,https://www.iaai.com,39.985,5391817216.0,0.0,nan,64.55,31.32,41.6938,strong_buy,2.122,0.17049,758695.0,0.0,IAA
1252,ION Acquisition Corp 3 Ltd.,IACC,NYQ,Financial Services,Shell Companies,"ION Acquisition Corp 3 Ltd. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in Herzliya, Israel.",Israel,https://www.ion-am.com/ion-spac-3,9.73,315067104.0,0.0,nan,10.14,9.64,9.73328,none,0.046,0.0,31900.0,0.0,IACC
1253,Voya Asia Pacific High Dividend,IAE,NYQ,Financial Services,Asset Management,"Voya Asia Pacific High Dividend Equity Income Fund is a closed-ended equity mutual fund launched by Voya Investment Management LLC. The fund is co-managed by Voya Investments, LLC and NNIP Advisors B.V. It invests in the public equity markets of the Asia Pacific region. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in dividend-paying stocks of companies. The fund also invests through derivatives having economic characteristics similar to the equity securities such as call options on selected indices and/or equity securities. It employs a combination of fundamental and quantitative analysis with a bottom-up stock picking approach, focusing on such factors as liquidity and dividend yield, cash flow strength, capital structure, capital expenditures, and operating margins to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI All Country Asia Pacific ex-Japan Index. It was formerly known as ING Asia Pacific High Dividend Equity Income Fund. Voya Asia Pacific High Dividend Equity Income Fund was formed on January 8, 2007 and is domiciled in the United States.",United States,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=739&p=148&tab=Overview,7.675,91324056.0,0.86,2021-12-30 01:00:00,9.74,7.11,8.034,none,0.0,0.0,45365.0,0.11205211726384365,IAE
1254,Iamgold Corporation,IAG,NYQ,Basic Materials,Gold,"IAMGOLD Corporation explores for, develops, and operates gold mining properties in North and South America, and West Africa. The company owns interests in the Rosebel mine located in Suriname, South America; the Essakane mine situated in Burkina Faso, West Africa; the Westwood mine located in Quebec, Canada. Its exploration and development projects include the Boto gold project in Senegal; the Diakha-Siribaya gold project in Mali; the Pitangui project in Brazil; the CÃ´tÃ© gold project in Ontario; and the Karita gold project in Guinea, as well as holds interest in the Loma Larga, a gold, silver, and copper project in southern Ecuador. IAMGOLD Corporation was incorporated in 1990 and is headquartered in Toronto, Canada.",Canada,https://www.iamgold.com,3.125,1490312448.0,0.0,2013-07-01 02:00:00,3.85,2.16,2.8998,hold,1.569,0.00232,4276373.0,0.0,IAG
1255,"Industrias Bachoco, S.A.B. de C",IBA,NYQ,Consumer Defensive,Farm Products,"Industrias Bachoco, S.A.B. de C.V., through its subsidiaries, operates as a poultry producer in Mexico and the United States. It operates in two segments, Poultry and Others. The company is primarily involved in the breeding, processing, and marketing of chicken, eggs, swine, balanced animal feed, and other meat products. It also produces and distributes pork, fish, turkey, pet food, cattle, and beef products, as well as medicines and vaccines for animal consumption; and provides administrative and operating services. In addition, the company provides insurance coverage to its affiliates; and leases property, plant, and equipment. It sells its products through wholesalers and retailers, as well as directly to supermarkets and food-service operators. The company was founded in 1952 and is headquartered in Celaya, Mexico. Industrias Bachoco, S.A.B. de C.V. is a subsidiary of Robinson Bours Family Trust.",Mexico,https://bachoco.com.mx,38.86,1943000064.0,0.85,2021-07-12 02:00:00,47.8,36.98,40.8644,buy,414.402,0.06205,5519.0,0.021873391662377766,IBA
1256,Ibere Pharmaceuticals,IBER,NYQ,Financial Services,Shell Companies,"Ibere Pharmaceuticals focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Philadelphia, Pennsylvania.",United States,https://www.iberepharma.com,9.76,168360000.0,0.0,nan,9.95,9.6,9.7318,none,0.039,0.0,9634.0,0.0,IBER
1257,International Business Machines,IBM,NYQ,Technology,Information Technology Services,"International Business Machines Corporation provides integrated solutions and services worldwide. Its Cloud & Cognitive Software segment offers software for vertical and domain-specific solutions in various application areas; and customer information control system and storage, and analytics and integration software solutions to support client mission on-premise workloads in banking, airline, and retail industries. It offers middleware and data platform software, including Red Hat that enables the operation of clients' hybrid multi-cloud environments; and Cloud Paks, WebSphere distributed, and analytics platform software, such as DB2 distributed, information integration, and enterprise content management, as well as IoT, Blockchain and AI/Watson platforms. The company's Global Business Services segment offers business consulting services; system integration, application management, maintenance, and support services for packaged software; and finance, procurement, talent and engagement, and industry-specific business process outsourcing services. Its Global Technology Services segment provides IT infrastructure and platform services; and project, managed, outsourcing, and cloud-delivered services for enterprise IT infrastructure environments; and IT infrastructure support services. The company's Systems segment offers servers for businesses, cloud service providers, and scientific computing organizations; data storage products and solutions; and z/OS, an enterprise operating system, as well as Linux. Its Global Financing segment provides lease, installment payment, loan financing, short-term working capital financing, and remanufacturing and remarketing services. It has a collaboration with GK Software SE to enhance retail innovation and customer omnichannel experience with hybrid cloud technology; and with Apptio, Inc. The company was formerly known as Computing-Tabulating-Recording Co. The company was incorporated in 1911 and is headquartered in Armonk, New York.",United States,https://www.ibm.com,125.77,112730161152.0,6.56,2021-11-09 01:00:00,146.11855,114.56,130.604,buy,8.982,0.06401,1875486.0,0.05215870239325753,IBM
1258,ICICI Bank Limited,IBN,NYQ,Financial Services,Banks—Regional,"ICICI Bank Limited provides various banking products and financial services in India and internationally. It operates through Retail Banking, Wholesale Banking, Treasury, Other Banking, Life insurance, General insurance, and Others segments. The company offers savings, salary, pension, current, and other accounts; and fixed, recurring, and security deposits. It also provides home, car, two wheeler, personal, gold, and commercial business loans, as well as loans against securities and other loans; business loans, such as working capital finance, term loans, collateral free loans, loans without financials, finance for importers and exporters, and secured loans for credit card swipes, as well as loans for new entities, and schools and colleges; and credit, debit, prepaid, travel, and corporate cards. In addition, the company offers insurance products; pockets wallet; fixed income products; investment products, such as mutual funds, gold monetization schemes, and initial public offerings, as well as other online investment services; and farmer finance, tractor loans, and micro banking services, as well as other services to agri traders and processors, and agri corporates. Further, it provides portfolio management, trade, foreign exchange, locker, private and NRI banking, and cash management services; family wealth and demat accounts; commercial and investment banking, capital market, custodial, project and technology finance, and institutional banking services, as well as Internet, mobile, and phone banking services. Additionally, the company offers securities investment, broking, trading, and underwriting services; and merchant banking, trusteeship, housing finance, and pension fund management services. As of March 31, 2021, it had a network of 5,266 branches, 14,136 ATMs, 1,786 insta-banking kiosks, and 2,713 cash acceptance machines. ICICI Bank Limited was founded in 1955 and is headquartered in Mumbai, India.",India,https://www.icicibank.com,18.665,65566789632.0,0.05,2021-07-28 02:00:00,22.34,14.3,20.2732,strong_buy,471.996,0.20944001,6434601.0,0.0026788106080900083,IBN
1259,"Installed Building Products, In",IBP,NYQ,Industrials,Building Products & Equipment,"Installed Building Products, Inc., together with its subsidiaries, engages in the installation of insulation, waterproofing, fire-stopping, fireproofing, garage doors, rain gutters, window blinds, shower doors, closet shelving and mirrors, and other products in the continental United States. It offers a range of insulation materials, such as fiberglass and cellulose, and spray foam insulation materials. The company is also involved in the installation of insulation and sealant materials in various areas of a structure, which includes basement and crawl space, building envelope, attic, and acoustical applications. In addition, it installs a range of advanced caulk and sealant products that control air infiltration in residential and commercial buildings, as well as moisture protection systems. It serves homebuilders, multi-family and commercial construction firms, individual homeowners, and repair and remodeling contractors through a network of approximately 190 branch locations. The company was formerly known as CCIB Holdco, Inc. Installed Building Products, Inc. was founded in 1977 and is headquartered in Columbus, Ohio.",United States,https://www.installedbuildingproducts.com,103.67,3079745280.0,1.2,2021-12-14 01:00:00,141.43,90.0,108.5188,buy,6.488,0.062480003,73697.0,0.011575190508343783,IBP
1260,"Independence Contract Drilling,",ICD,NYQ,Energy,Oil & Gas Drilling,"Independence Contract Drilling, Inc. provides land-based contract drilling services for oil and natural gas producers in the United States. The company constructs, owns, and operates a fleet of pad-optimal ShaleDriller rigs that are engineered and designed to accelerate its clients' production profiles and cash flows from their technically demanding and economically impactful oil and gas properties in the Permian Basin, the Haynesville Shale, and the Eagle Ford Shale. Its fleet consists of 29 rigs. The company was founded in 2011 and is headquartered in Houston, Texas.",United States,https://www.icdrilling.com,4.1796,39969720.0,0.0,nan,7.4,2.42,3.8582,hold,0.452,-1.07717,203535.0,0.0,ICD
